PhraseId,SentenceId,Phrase,Sentiment,length
126332,6791,is very choppy and monosyllabic despite the fact,0,8
144386,7839,"is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0,18
150290,8185,"interested in Anne Geddes , John Grisham , and Thomas Kincaid",1,11
65643,3326,by a plot that 's just too boring and obvious,0,10
96126,5021,The movie is a dud .,0,6
95425,4984,that will enthrall the whole family,1,6
99638,5227,a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages --,1,17
77339,3978,"It 's packed with adventure and a worthwhile environmental message ,",1,11
158,5,Aggressive self-glorification and a manipulative whitewash,0,6
108618,5749,"a skillfully assembled , highly polished and professional adaptation",1,9
100250,5260,fails to fulfill its own ambitious goals,0,7
60229,3039,attractive throughout,1,2
143350,7781,"a mixture of deadpan cool , wry humor and just the measure",1,12
85472,4420,the edge of your seat,1,5
29515,1368,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",0,39
60890,3074,compelling motion,1,2
37266,1769,cinematic perfection,1,2
83912,4336,is an earnest study in despair,1,6
60576,3058,simply radiates star-power potential in this remarkable and memorable film .,1,11
110662,5864,if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination,0,19
68177,3461,The fact that it is n't very good,0,8
22840,1034,Highly uneven and inconsistent,0,4
124224,6671,has been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,0,23
4798,183,Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,1,17
99868,5240,"I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short",0,22
93850,4896,is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,0,19
74013,3785,"be depressing , as the lead actor phones in his autobiographical performance",0,12
106950,5648,demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world,1,21
99408,5212,is an enjoyable Big Movie,1,5
144795,7860,Runs on the pure adrenalin,1,5
99994,5247,exciting new filmmaker,1,3
19054,836,"Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",1,27
42599,2055,"sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",0,25
93849,4896,It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,0,20
139449,7562,appreciate the wonderful cinematography and naturalistic acting,1,7
133538,7205,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ...",1,21
151695,8276,"manages to bleed it almost completely dry of humor , verve and fun",0,13
130354,7022,"an incredibly heavy-handed , manipulative dud that feels all too familiar .",0,12
71414,3642,when his story ends or just ca n't tear himself away from the characters,1,14
77858,4003,that make it well worth watching,1,6
12173,521,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab .",0,29
129470,6961,exceeds expectations .,1,3
26616,1220,close to losing my lunch,0,5
126807,6818,an intriguing curiosity,1,3
141948,7699,be a movie that ends up slapping its target audience in the face by shooting itself in the foot,0,19
78789,4055,"inept , tedious",0,3
85456,4420,"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat",1,22
130041,7003,lacks in substance,0,3
83234,4298,"Terminally bland , painfully slow and needlessly confusing",0,8
95386,4981,is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .,1,18
25410,1163,are n't interesting enough to watch them go about their daily activities for two whole hours,0,16
91984,4786,"an atrociously , mind-numbingly , indescribably bad movie",0,8
117942,6300,", there 's a certain robustness to this engaging mix of love and bloodletting .",1,15
42157,2028,one-star rating,0,2
115127,6132,a stunning technical achievement,1,4
82033,4232,the astute direction of Cardoso and beautifully detailed performances by all of the actors,1,14
80117,4128,"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",0,36
142423,7728,"assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic ,",1,24
104525,5516,is a bomb,0,3
28005,1286,of too many chefs fussing over too weak a recipe,0,10
97958,5131,should be served an eviction notice at every theater stuck with it,0,12
154276,8431,`` ... something appears to have been lost in the translation this time .,0,14
39921,1908,"no charm , no laughs , no fun ,",0,9
83979,4339,makes you feel genuinely good,1,5
134695,7270,be another shameless attempt by Disney,0,6
147113,8006,"cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home",0,23
107574,5685,be one of those movies barely registering a blip on the radar screen of 2002,0,15
58012,2924,"is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",1,39
45691,2221,that I ca n't wait to see what the director does next,1,12
105112,5552,most savory and hilarious,1,4
138455,7499,provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .,1,20
83020,4285,realize there 's no place for this story to go but down,0,12
61148,3090,boring man,0,2
70395,3588,you have nothing better to do with 94 minutes,0,9
38419,1829,is precious little of either .,0,6
125711,6754,to have forgotten everything he ever knew about generating suspense,0,10
128528,6913,of the most entertaining Bonds in years,1,7
119909,6413,the movies you 'd want to watch if you only had a week to live,1,15
45234,2198,One of the very best movies ever made about the life of moviemaking .,1,14
129651,6973,"dumb , narratively chaotic",0,4
144098,7821,The most repugnant adaptation,0,4
52408,2592,laughed that hard in years,1,5
91284,4749,see this piece of crap again,0,6
87644,4551,"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure",1,24
100383,5267,delightful cast,1,2
57867,2916,a wonderfully warm human drama that remains vividly in memory long,1,11
25999,1190,"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",0,28
35542,1674,"The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",0,26
18878,828,"tapping into our reality tv obsession , and even tardier",0,10
116107,6188,"-LRB- Lee -RRB- treats his audience the same way that Jim Brown treats his women -- as dumb , credulous , unassuming , subordinate subjects .",0,26
11081,472,` laughing,1,2
135946,7343,"to farts , urine , feces , semen , or any of the other foul substances",0,16
41321,1983,an 88-minute highlight reel that 's 86 minutes too long,0,10
108214,5725,Not to mention absolutely refreshed .,1,6
122824,6588,wholesome twist,1,2
51514,2537,'s just one that could easily wait for your pay per view dollar,0,13
11868,510,is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .,0,26
97023,5071,its execution and skill of its cast,1,7
30839,1435,"'s funny and human and really pretty damned wonderful ,",1,10
136807,7400,"Gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",0,25
140309,7614,tasty and sweet,1,3
35981,1699,"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",1,33
25126,1149,Elegantly produced,1,2
35161,1653,"be great to see this turd squashed under a truck , preferably a semi",0,14
140608,7629,sad sack,0,2
139743,7583,fails to provide much more insight than the inside column of a torn book jacket .,0,16
142384,7726,been made with an enormous amount of affection,1,8
58264,2937,Begins like a docu-drama but builds its multi-character story with a flourish .,1,13
151279,8247,A sentimental but entirely irresistible portrait,1,6
128631,6919,"It 's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name .",0,17
23913,1086,loves its characters and communicates something rather beautiful about human nature,1,11
50377,2477,"make you feel that you never want to see another car chase , explosion or gunfight again",0,17
59657,3010,when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0,24
45746,2224,obscenely bad,0,2
89815,4674,"is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",1,22
66748,3387,a fantastic dual performance,1,4
21195,949,"was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise",1,27
22557,1020,"holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized",1,24
125523,6745,"Holmes has the screen presence to become a major-league leading lady , -LRB- but -RRB-",1,15
146047,7942,stepped into the mainstream of filmmaking with an assurance worthy of international acclaim,1,13
102446,5392,Forget about one Oscar nomination for Julianne Moore this year - she should get all five,1,16
128053,6889,"This is a story that zings all the way through with originality , humour and pathos .",1,17
9087,380,combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream .,1,20
82514,4260,thanks to great performances,1,4
101085,5311,... spellbinding fun and deliciously exploitative .,1,7
28153,1294,"Because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .",1,28
154930,8476,"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run",0,29
29561,1370,The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,1,20
14990,645,"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .",1,20
64223,3250,"'s about individual moments of mood , and an aimlessness that 's actually sort of amazing .",1,17
136144,7357,a mediocre collection of cookie-cutter action scenes,0,7
139347,7555,"This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture",1,19
121660,6519,Banderas looks like he 's not trying to laugh at how bad,0,12
150361,8190,"a solid , well-formed satire",1,5
115952,6181,"a terrible movie , just a stultifyingly obvious one --",0,10
47238,2302,"a confident , richly acted , emotionally devastating piece",1,9
109965,5824,", '' it 's equally distasteful to watch him sing the lyrics to `` Tonight . ''",0,17
148860,8099,those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time,0,26
498,18,Love -- very much,1,4
144804,7861,"represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .",0,24
52145,2574,Nicholson 's understated performance is wonderful .,1,7
55611,2777,"A particularly joyless , and exceedingly dull , period",0,9
154052,8415,the inspired performance,1,3
119400,6385,whose teeth are a little too big for her mouth,0,10
78808,4056,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",1,26
130047,7004,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,0,20
79620,4099,"that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance",0,25
122153,6546,suspenseful and ultimately unpredictable,1,4
35771,1688,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way",0,23
143805,7804,has crafted here a worldly-wise and very funny script .,1,10
30492,1416,perfectly bland,0,2
150805,8219,This is a movie full of grace,1,7
67868,3446,", its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,21
67693,3437,pull his head out of his butt,0,7
136248,7366,flawed and delayed,0,3
25937,1188,The large-format film is well suited to capture these musicians in full regalia,1,13
120497,6443,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,0,17
112787,5989,"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",0,20
78900,4060,"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .",0,22
15775,676,"'s simply , and surprisingly , a nice , light treat",1,11
6976,279,flinging their feces,0,3
118745,6347,the film is well under way -- and yet it 's hard to stop watching,1,15
109473,5798,hideously and clumsily,0,3
14352,618,a picture that was n't all that great to begin with,0,11
34676,1630,"The story , once it gets rolling , is nothing short of a great one .",1,16
121380,6502,"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",1,25
100325,5263,as stimulating & heart-rate-raising as any James Bond thriller,1,9
47485,2314,"to give you a lot of laughs in this simple , sweet and romantic comedy",1,15
46405,2257,"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe",1,26
137222,7423,", another gross-out college comedy -- ugh .",0,8
64578,3268,Pokemon 4Ever,1,2
71739,3660,appealingly manic and energetic,1,4
2221,84,"Inventive , fun",1,3
89933,4680,cheats on itself and retreats to comfortable territory .,0,9
36589,1731,more fun watching Spy than I had with most of the big summer movies,1,14
5953,238,... a thoughtful what-if for the heart as well as the mind .,1,13
154638,8455,"as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .",0,23
67624,3433,", very enjoyable ...",1,4
151252,8245,impressive and highly entertaining,1,4
49883,2447,is awful,0,2
33754,1587,"Its gentle , touching story creeps into your heart .",1,10
115702,6166,fabulously funny and,1,3
93677,4885,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .,0,24
113977,6059,the movie as a whole is cheap junk and an insult to their death-defying efforts,0,15
51770,2554,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",1,28
68376,3470,The genius of the work,1,5
117024,6243,no entertainment value,0,3
105312,5560,'s pretty stupid .,0,4
105598,5576,", this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock .",0,30
62548,3164,Beautifully crafted and brutally honest,1,5
65993,3348,"What 's so fun about this silly , outrageous , ingenious thriller",1,12
52406,2592,have n't laughed that hard in years !,1,8
120722,6458,'s a great performance and a reminder of Dickens ' grandeur .,1,12
132957,7171,"singing and finger snapping it might have held my attention , but as it stands I kept looking for the last exit from Brooklyn .",0,25
83414,4309,Oscar-caliber performances,1,2
95740,5001,an ` A ' list cast,1,6
62893,3182,Thoroughly engrossing,1,2
25546,1168,"I wo n't argue with anyone who calls ` Slackers ' dumb , insulting , or childish ...",0,18
105137,5553,"intelligent , life-affirming script",1,4
53298,2645,wore out its welcome with audiences several years ago,0,9
87848,4563,"be as simultaneously funny , offbeat and heartwarming",1,8
15804,678,of the most purely enjoyable and satisfying evenings at the movies I 've had in a while,1,17
22137,993,is a dim-witted pairing of teen-speak and animal gibberish,0,9
47001,2290,truly wonderful tale,1,3
80394,4142,"so insanely stupid , so awful",0,6
41481,1995,"An empty , purposeless",0,4
78632,4047,sustained fest of self-congratulation between actor and director that leaves scant place for the viewer,0,15
63115,3192,"Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor",1,33
101758,5357,absolutely and completely ridiculous,0,4
52328,2588,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",0,26
52532,2600,from mildly unimpressive to despairingly awful,0,6
117964,6301,the pantheon of wreckage that includes Battlefield Earth and Showgirls,0,10
4928,191,you wo n't be disappointed,1,5
65603,3325,"Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",0,15
143662,7796,a retread story,0,3
7096,286,arch and rather cold-blooded comedy,0,5
67956,3450,the most depressing movie-going experiences I can think of,0,9
37182,1763,Murder by Numbers ' is n't a great movie,0,9
7346,300,they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .,0,18
35163,1653,"to see this turd squashed under a truck , preferably a semi",0,12
86652,4489,excruciating End,0,2
76108,3905,"The script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained",0,22
33283,1559,sun-drenched masterpiece,1,2
98285,5151,walked out muttering words like `` horrible '' and `` terrible,0,11
41832,2013,with more emotional force than any other recent film,1,9
39776,1901,"love Cinema Paradiso , whether the original version or new Director 's Cut",1,13
20610,920,"An uncomfortable movie ,",0,4
126156,6778,only obscure the message,0,4
32987,1545,hard to imagine a more generic effort in the genre,0,10
33319,1561,shallow and immature character,0,4
145931,7935,'s funniest and most likeable movie in years,1,8
67997,3451,the biggest husband-and-wife disaster since John,0,6
86229,4465,Watching these eccentrics is both inspiring and pure joy .,1,10
114460,6089,of the most inventive,1,4
112498,5975,Did no one on the set have a sense of humor,0,11
30127,1398,it also rocks .,1,4
127890,6879,visually unappealing,0,2
104480,5514,"the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",0,24
50690,2493,Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .,1,12
96882,5064,he communicates a great deal in his performance,1,8
33412,1567,"Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .",1,19
126158,6779,The Pianist is Polanski 's best film .,1,8
62208,3144,love it,1,2
73717,3770,it 's great cinematic polemic,1,5
35914,1694,this stinker,0,2
147200,8008,"repetitive arguments , schemes and treachery",0,6
133676,7211,", only with muscles and a lot more smarts , but just as endearing and easy to watch",1,18
24752,1128,One of the most slyly exquisite anti-adult movies ever made .,1,11
137649,7448,Spiderman ROCKS,1,2
11858,509,visual delights,1,2
135177,7297,"if this sappy script was the best the contest received , those rejected must have been astronomically bad",0,18
62654,3169,tonally uneven,0,2
100414,5268,a vibrant and intoxicating fashion,1,5
53534,2654,"does n't care about cleverness , wit or any other kind of intelligent humor .",0,15
56749,2852,with first love sweetly,1,4
86282,4468,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games",1,31
86413,4473,succeeds as a powerful look at a failure of our justice system .,1,13
105136,5553,"an intelligent , life-affirming script",1,5
87579,4546,well-made and satisfying thriller,1,4
68847,3497,will guarantee to have you leaving the theater with a smile on your face .,1,15
26878,1234,"it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",1,33
46780,2278,"A pretty funny movie , with most of the humor",1,10
97749,5117,is a masterfully conducted work,1,5
72895,3722,his own infinite insecurity is a work of outstanding originality,1,10
152182,8302,you 're in for a painful ride .,0,8
19858,877,trailer-trash style .,0,3
109690,5813,"This is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0,38
114459,6089,Some of the most inventive,1,5
25652,1172,hard to understand why anyone in his right mind would even think to make the attraction a movie,0,18
142765,7748,remember the last time I saw an audience laugh so much during a movie,1,14
149565,8141,"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",1,24
19861,878,"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",1,13
12206,522,"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth",1,19
146018,7941,as splendid-looking as this particular film,1,6
61237,3095,", Blade 2 is definitely a cut above the rest .",1,11
54099,2688,"Sure , it 's contrived and predictable , but",0,9
110174,5834,more likely to induce sleep than fright,0,7
27763,1275,"cheesy backdrops , ridiculous action sequences",0,6
73412,3751,"Strangers , which opens today in the New York metropolitan area , so distasteful",0,14
97193,5081,", should n't have been made",0,6
41924,2017,you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .,0,27
117050,6244,ponderous awfulness of its script .,0,6
61548,3111,an excruciating film,0,3
114678,6102,"brave , uninhibited performances",1,4
93355,4868,characters who are nearly impossible to care about,0,8
91191,4744,This gorgeous epic,1,3
46838,2280,terrorist attacks,0,2
27734,1273,becomes more and more frustrating as the film goes on,0,10
9911,415,elicits strong performances from his cast,1,6
40792,1955,about as exciting to watch as two last-place basketball teams playing one another on the final day of the season,0,20
98289,5151,like `` horrible '' and `` terrible,0,7
57051,2873,"Pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance",1,17
79972,4119,blah characters,0,2
71794,3663,"is dark , brooding and slow , and takes its central idea way too seriously",0,15
146383,7961,a bad idea,0,3
134252,7244,"recipe , inspiring",1,3
121661,6519,looks like he 's not trying to laugh at how bad,0,11
122158,6546,sterling ensemble cast,1,3
90088,4689,"This is a finely written , superbly acted offbeat thriller .",1,11
140640,7630,dynamic first act,1,3
89636,4663,a powerfully evocative mood,1,4
99811,5237,jumps to the head of the class of women 's films,1,11
44556,2158,feel as if we 're seeing something purer than the real thing,1,12
16483,709,a great impression,1,3
33126,1553,very stylish and beautifully photographed,1,5
5830,233,lackadaisical plotting and mindless action,0,5
110988,5880,providing comic relief,1,3
20653,922,So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,0,15
52978,2626,But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .,0,15
77091,3966,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball . ''",1,28
68974,3503,there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .,1,21
135862,7337,angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence,0,21
115968,6182,"Franco is an excellent choice for the walled-off but combustible hustler ,",1,12
6706,268,bogus story,0,2
37143,1761,Only two-fifths of a satisfying movie experience,0,7
124034,6659,The cast is top-notch and,1,5
146824,7988,"`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme",1,30
107700,5691,", there is a mediocre movie trying to get out .",0,11
78734,4051,Bad and baffling,0,3
60897,3075,At once disarmingly straightforward and strikingly devious .,1,8
133590,7207,"covers this territory with wit and originality , suggesting that with his fourth feature --",1,15
126412,6796,"'s a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni",0,20
108605,5748,his characters are acting horribly,0,5
91392,4754,"suffers a severe case of oversimplification , superficiality and silliness .",0,11
51763,2553,is a remarkably accessible and haunting film .,1,8
145246,7892,", Like Mike shoots and scores , doing its namesake proud",1,11
150532,8203,Together -LRB- Time Out and Human Resources -RRB- establish Mr. Cantet as France 's foremost cinematic poet of the workplace,1,20
38614,1840,With exquisite craftsmanship,1,3
100172,5256,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",1,22
36682,1737,"guide a loose , poorly structured film through the pitfalls of incoherence and redundancy",0,14
33092,1551,should avoid this like the dreaded King Brown snake,0,9
33637,1578,A man leaving the screening said the film was better than Saving Private Ryan .,1,15
43889,2127,a standout performance,1,3
35087,1650,Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .,1,27
118454,6329,powerful and telling story,1,4
130749,7043,a screenplay to die for,1,5
87069,4515,A weird and wonderful comedy .,1,6
134314,7246,actually looks as if it belongs on the big screen,1,10
70070,3568,Stinks from start,0,3
106647,5632,"Dull and mechanical ,",0,4
123941,6654,innovative ' and ` realistic ',1,6
118918,6356,'s supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .,0,20
133217,7187,"viscerally exciting , and dramatically moving",1,6
119677,6400,old crap,0,2
33617,1577,unfolds with all the mounting tension of an expert thriller,1,10
96313,5030,"Fast-paced and wonderfully edited , the film is extremely thorough .",1,11
81342,4192,because the plot is equally hackneyed,0,6
46638,2270,A fascinating case study of flower-power liberation -- and the price that was paid for it,1,16
45466,2210,It 's never dull and always looks good .,1,9
130110,7007,masterpiece ' and ` triumph ',1,6
146043,7942,has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control --,1,24
15229,654,why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear,1,24
119689,6401,is a total misfire,0,4
140204,7608,one of the all-time great apocalypse movies,1,7
29185,1351,"sensitive , smart , savvy , compelling coming-of-age drama",1,9
38699,1844,"completely contradicts everything Kieslowski 's work aspired to , including the condition of art",0,14
66827,3390,'re clueless and inept,0,4
73709,3770,"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions",1,35
136485,7379,doze off thirty minutes into the film,0,7
88806,4613,"humor , characterization , poignancy , and intelligence",1,8
137198,7420,Home Movie '' is a sweet treasure and something well worth your time .,1,14
29388,1361,Could n't someone take Rob Schneider and have him switch bodies with a funny person,0,15
88498,4599,"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",1,31
82422,4256,All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,0,28
1358,50,it one of the best war movies ever made,1,9
6711,269,confident filmmaking and a pair of fascinating performances,1,8
83235,4298,"Terminally bland , painfully slow and",0,6
31994,1497,the gorgeous locales and,1,4
34803,1637,"sweet , charming",1,3
72975,3727,the perfect star vehicle for Grant,1,6
33325,1561,spend 110 claustrophobic minutes,0,4
144672,7852,"Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad",1,18
136513,7381,unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn,1,16
121294,6496,"'ve never seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic ...",0,29
121118,6486,but it also does the absolute last thing we need Hollywood doing to us :,0,15
87501,4540,Spectacularly beautiful,1,2
83282,4301,a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film,0,21
153391,8378,blasphemous bad,0,2
40051,1918,high-profile talent,1,2
107859,5704,need to be invented to describe exactly how bad it is .,0,12
123290,6618,Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .,1,27
99176,5201,"formulaic , its plot and pacing typical Hollywood war-movie stuff ,",0,11
50689,2493,", Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .",1,13
28842,1337,The actors are fantastic .,1,5
48641,2375,Huppert 's volatile performance makes for a riveting movie experience,1,10
54115,2688,comes off winningly,1,3
40558,1942,Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,1,17
150685,8214,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,1,17
104978,5545,so funny,1,2
90673,4720,'s sharply comic and surprisingly touching,1,6
147922,8050,If you enjoy being rewarded by a script that assumes you are n't very bright,0,15
74951,3843,The Adventures of Pluto Nash is a whole lot of nada .,0,12
155786,8527,"are very , very good reasons",1,6
67539,3429,"a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ;",1,22
102327,5386,"proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo",1,26
83549,4319,"genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen",1,33
39022,1862,the best and most mature comedy of the 2002 summer season,1,11
56373,2826,"Fans will undoubtedly enjoy it ,",1,6
99947,5244,really horrible,0,2
132607,7151,A gripping documentary,1,3
123664,6641,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,0,18
2257,86,"directed , barely ,",0,4
11650,502,crude humor and vulgar innuendo,0,5
107151,5661,add up to a satisfying crime drama .,1,8
52864,2620,some very good acting,1,4
152408,8317,"seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel",1,17
110503,5855,A dashing and absorbing outing with one of France 's most inventive directors,1,13
26017,1190,one eventually resents having to inhale this gutter romancer 's secondhand material,0,12
93647,4883,Plotless collection of moronic stunts,0,5
119581,6393,the incredible storyline,1,3
113427,6028,A fanciful drama about Napoleon 's last years and his surprising discovery of love and humility,1,16
149502,8137,it never lacks in eye-popping visuals,1,6
42477,2047,real strength,1,2
138839,7525,"more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo",0,33
90754,4723,", it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .",1,20
67964,3450,is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,0,18
70469,3594,"introducing an intriguing and alluring premise ,",1,7
29238,1354,inspires some -LRB- out-of-field -RRB- creative thought,1,7
61385,3102,bad at a fraction the budget,0,6
79728,4105,it 's Robert Duvall !,1,5
1802,67,"A smart , provocative drama that does the nearly impossible",1,10
137455,7437,fantastic movie,1,2
140508,7624,an exquisite motion picture,1,4
76401,3925,"offensive , waste of time , money and celluloid",0,9
